Symbol
AAL
AAPL
ABNB
AMAT
AMC
AMD
AMLP
ATVI
AVTR
BA
BAC
BBY
BEN
BKR
BMY
BRO
BSX
BX
C
CCL
CHK
CLF
CMCSA
COIN
COP
CSCO
CSX
CTLT
CTRA
CVS
CZR
DAL
DASH
DIS
DKNG
DVN
EBAY
EFV
EMB
EPD
EWA
EWU
F
FCX
FE
FL
FNF
GILD
GLW
GM
HPQ
IBM
INDA
INTC
IP
IPG
JNJ
JNK
JPM
KDP
KHC
KO
KSS
LYB
LYV
M
MDLZ
MMM
MO
MRK
MRNA
MRO
MRVL
MS
MSFT
MTCH
MU
NEM
NFLX
NKLA
NVDA
O
OKE
ON
ORCL
OXY
PANW
PARA
PEAK
PFE
PFF
PG
PINS
PLUG
PM
PPL
PTON
PXD
PYPL
QCOM
RBLX
RIVN
ROKU
SCHP
SCHW
SJNK
SLB
SNAP
SQ
T
TFC
TIP
TSLA
U
UAL
UBER
USB
VFC
VNO
VTIP
VZ
VZ
WDC
WFC
WMB
WY
XOM
ZI
Symbol
DBA
EFA
EWW
EWZ
GLD
HYG
IWM
IYR
LQD
QQQ
SLV
SPY
TLT
VNQ
XBI
XHB
XLE
XME
XOP
Symbol
ETH-USD
BTC-USDSymbol
ATAI
BGNE
BIDU
BILI
CAAS
CBAT
CHNR
CJJD
CNET
CREG
CSIQ
GIGM
GURE
HIMX
HOLI
HTHT
IQ
JD
JG
KNDI
LX
MTC
NCTY
NIU
NTES
NVFY
PDD
PT
PUYI
QTT
RCON
SECO
SEED
SIMO
SOHU
TEDU
TIGR
TOUR
UTSI
UXIN
VIOT
VNET
WB
XNET
YI
YJ
YY
